540	444	0	0	0	0
534	451	0	0	0	0
537	462	0	0	0	0
536	511	0	0	0	0
536	513	0	0	0	0
537	531	0	0	0	0
545	528	0	0	0	0
540	512	0	0	0	0
551	513	0	0	0	0
548	497	0	0	0	0
543	460	0	0	0	0
529	451	0	0	0	0
530	433	0	0	0	0
529	436	0	0	0	0
531	432	0	0	0	0
527	431	0	0	0	0
535	448	0	0	0	0
536	507	0	0	0	0
563	583	0	0	0	0
599	649	0	0	0	0
624	275	0	0	0	0
568	1	0	0	0	0
510	1	0	0	0	0
492	134	0	0	0	0
518	321	0	0	0	0
527	431	0	0	0	0
536	487	0	0	0	0
532	489	0	0	0	0
543	496	0	0	0	0
540	502	0	0	0	0
549	510	0	0	0	0
547	515	0	0	0	0
551	507	0	0	0	0
540	505	0	0	0	0
547	511	0	0	0	0
548	523	0	0	0	0
556	527	0	0	0	0
551	535	0	0	0	0
563	548	0	0	0	0
560	572	0	0	0	0
568	584	0	0	0	0
567	601	0	0	0	0
579	614	0	0	0	0
579	633	0	0	0	0
578	641	0	0	0	0
575	655	0	0	0	0
579	657	0	0	0	0
572	654	0	0	0	0
569	633	0	0	0	0
558	608	0	0	0	0
556	568	0	0	0	0
544	528	0	0	0	0
536	491	0	0	0	0
527	464	0	0	0	0
530	447	0	0	0	0
524	443	0	0	0	0
520	433	0	0	0	0
515	438	0	0	0	0
519	434	0	0	0	0
516	440	0	0	0	0
526	438	0	0	0	0
524	435	0	0	0	0
532	431	0	0	0	0
534	434	0	0	0	0
543	438	0	0	0	0
534	439	0	0	0	0
537	436	0	0	0	0
539	440	0	0	0	0
545	440	0	0	0	0
532	441	0	0	0	0
536	438	0	0	0	0
535	441	0	0	0	0
536	435	0	0	0	0
531	433	0	0	0	0
539	432	0	0	0	0
536	432	0	0	0	0
540	427	0	0	0	0
540	432	0	0	0	0
545	435	0	0	0	0
540	439	0	0	0	0
547	440	0	0	0	0
545	448	0	0	0	0
547	440	0	0	0	0
537	440	0	0	0	0
543	440	0	0	0	0
534	438	0	0	0	0
536	435	0	0	0	0
531	439	0	0	0	0
