539	485	0	0	0	0
560	504	0	0	0	0
527	464	0	0	0	0
568	467	0	0	0	0
547	455	0	0	0	0
571	427	0	0	0	0
536	404	0	0	0	0
550	400	0	0	0	0
521	391	0	0	0	0
551	401	0	0	0	0
527	393	0	0	0	0
550	399	0	0	0	0
536	435	0	0	0	0
572	491	0	0	0	0
587	561	0	0	0	0
639	460	0	0	0	0
575	65	0	0	0	0
549	35	0	0	0	0
476	47	0	0	0	0
523	216	0	0	0	0
511	335	0	0	0	0
550	435	0	0	0	0
529	463	0	0	0	0
563	463	0	0	0	0
536	468	0	0	0	0
556	480	0	0	0	0
534	477	0	0	0	0
566	487	0	0	0	0
529	488	0	0	0	0
560	499	0	0	0	0
536	497	0	0	0	0
561	504	0	0	0	0
542	509	0	0	0	0
574	524	0	0	0	0
544	523	0	0	0	0
568	529	0	0	0	0
561	540	0	0	0	0
595	566	0	0	0	0
561	566	0	0	0	0
598	588	0	0	0	0
572	601	0	0	0	0
604	611	0	0	0	0
588	623	0	0	0	0
612	638	0	0	0	0
587	625	0	0	0	0
606	615	0	0	0	0
564	583	0	0	0	0
583	551	0	0	0	0
542	511	0	0	0	0
560	496	0	0	0	0
519	455	0	0	0	0
547	448	0	0	0	0
515	440	0	0	0	0
536	430	0	0	0	0
518	427	0	0	0	0
546	432	0	0	0	0
519	431	0	0	0	0
547	436	0	0	0	0
519	435	0	0	0	0
550	448	0	0	0	0
530	448	0	0	0	0
545	449	0	0	0	0
524	444	0	0	0	0
544	454	0	0	0	0
521	447	0	0	0	0
551	457	0	0	0	0
524	460	0	0	0	0
542	449	0	0	0	0
524	451	0	0	0	0
548	448	0	0	0	0
525	441	0	0	0	0
551	448	0	0	0	0
531	440	0	0	0	0
551	446	0	0	0	0
529	448	0	0	0	0
553	444	0	0	0	0
527	440	0	0	0	0
561	448	0	0	0	0
519	440	0	0	0	0
553	444	0	0	0	0
532	446	0	0	0	0
551	451	0	0	0	0
527	448	0	0	0	0
556	452	0	0	0	0
527	446	0	0	0	0
554	451	0	0	0	0
529	443	0	0	0	0
563	441	0	0	0	0
523	440	0	0	0	0
552	445	0	0	0	0
531	439	0	0	0	0
560	451	0	0	0	0
527	450	0	0	0	0
560	451	0	0	0	0
532	446	0	0	0	0
560	456	0	0	0	0
527	449	0	0	0	0
553	451	0	0	0	0
536	459	0	0	0	0
560	499	0	0	0	0
527	518	0	0	0	0
558	529	0	0	0	0
536	531	0	0	0	0
566	508	0	0	0	0
539	500	0	0	0	0
563	483	0	0	0	0
540	446	0	0	0	0
560	435	0	0	0	0
519	415	0	0	0	0
558	415	0	0	0	0
526	417	0	0	0	0
552	419	0	0	0	0
531	436	0	0	0	0
553	487	0	0	0	0
550	542	0	0	0	0
632	606	0	0	0	0
615	307	0	0	0	0
577	56	0	0	0	0
495	48	0	0	0	0
515	126	0	0	0	0
504	280	0	0	0	0
551	398	0	0	0	0
526	463	0	0	0	0
551	465	0	0	0	0
534	465	0	0	0	0
567	480	0	0	0	0
533	476	0	0	0	0
566	487	0	0	0	0
539	487	0	0	0	0
560	500	0	0	0	0
537	508	0	0	0	0
564	512	0	0	0	0
537	505	0	0	0	0
571	519	0	0	0	0
540	524	0	0	0	0
575	535	0	0	0	0
547	547	0	0	0	0
577	566	0	0	0	0
568	575	0	0	0	0
604	595	0	0	0	0
566	600	0	0	0	0
608	622	0	0	0	0
592	623	0	0	0	0
611	630	0	0	0	0
588	626	0	0	0	0
615	622	0	0	0	0
569	593	0	0	0	0
585	560	0	0	0	0
540	519	0	0	0	0
563	496	0	0	0	0
526	453	0	0	0	0
545	444	0	0	0	0
519	427	0	0	0	0
543	419	0	0	0	0
519	412	0	0	0	0
540	419	0	0	0	0
508	409	0	0	0	0
545	422	0	0	0	0
515	412	0	0	0	0
547	418	0	0	0	0
514	421	0	0	0	0
543	428	0	0	0	0
523	425	0	0	0	0
548	432	0	0	0	0
523	431	0	0	0	0
547	436	0	0	0	0
519	428	0	0	0	0
550	428	0	0	0	0
519	423	0	0	0	0
547	430	0	0	0	0
519	422	0	0	0	0
555	427	0	0	0	0
528	431	0	0	0	0
547	425	0	0	0	0
515	409	0	0	0	0
555	412	0	0	0	0
526	415	0	0	0	0
551	408	0	0	0	0
519	403	0	0	0	0
558	406	0	0	0	0
531	407	0	0	0	0
556	405	0	0	0	0
524	390	0	0	0	0
553	391	0	0	0	0
527	386	0	0	0	0
558	391	0	0	0	0
526	385	0	0	0	0
558	391	0	0	0	0
527	393	0	0	0	0
563	403	0	0	0	0
527	404	0	0	0	0
560	414	0	0	0	0
533	415	0	0	0	0
553	419	0	0	0	0
531	423	0	0	0	0
560	432	0	0	0	0
528	430	0	0	0	0
560	443	0	0	0	0
526	440	0	0	0	0
559	444	0	0	0	0
531	438	0	0	0	0
560	440	0	0	0	0
527	432	0	0	0	0
558	436	0	0	0	0
529	439	0	0	0	0
553	440	0	0	0	0
539	448	0	0	0	0
563	492	0	0	0	0
531	504	0	0	0	0
568	526	0	0	0	0
537	515	0	0	0	0
560	496	0	0	0	0
553	491	0	0	0	0
575	475	0	0	0	0
539	428	0	0	0	0
560	422	0	0	0	0
521	408	0	0	0	0
551	412	0	0	0	0
524	408	0	0	0	0
546	412	0	0	0	0
534	440	0	0	0	0
572	487	0	0	0	0
551	559	0	0	0	0
627	604	0	0	0	0
598	227	0	0	0	0
574	35	0	0	0	0
483	24	0	0	0	0
518	139	0	0	0	0
511	304	0	0	0	0
551	423	0	0	0	0
523	465	0	0	0	0
563	480	0	0	0	0
534	475	0	0	0	0
567	488	0	0	0	0
537	487	0	0	0	0
566	494	0	0	0	0
536	500	0	0	0	0
567	508	0	0	0	0
540	511	0	0	0	0
561	515	0	0	0	0
540	512	0	0	0	0
569	531	0	0	0	0
537	534	0	0	0	0
568	543	0	0	0	0
551	553	0	0	0	0
582	575	0	0	0	0
566	583	0	0	0	0
596	603	0	0	0	0
572	615	0	0	0	0
615	633	0	0	0	0
585	629	0	0	0	0
615	643	0	0	0	0
583	639	0	0	0	0
611	630	0	0	0	0
572	600	0	0	0	0
591	571	0	0	0	0
547	527	0	0	0	0
563	496	0	0	0	0
527	462	0	0	0	0
556	444	0	0	0	0
518	420	0	0	0	0
547	419	0	0	0	0
515	406	0	0	0	0
540	406	0	0	0	0
518	407	0	0	0	0
551	420	0	0	0	0
519	428	0	0	0	0
542	422	0	0	0	0
523	426	0	0	0	0
543	436	0	0	0	0
518	428	0	0	0	0
548	427	0	0	0	0
524	420	0	0	0	0
547	427	0	0	0	0
519	423	0	0	0	0
551	428	0	0	0	0
524	425	0	0	0	0
551	432	0	0	0	0
526	419	0	0	0	0
551	419	0	0	0	0
521	414	0	0	0	0
555	409	0	0	0	0
527	406	0	0	0	0
544	409	0	0	0	0
524	408	0	0	0	0
555	406	0	0	0	0
531	403	0	0	0	0
556	408	0	0	0	0
527	399	0	0	0	0
556	404	0	0	0	0
531	406	0	0	0	0
555	411	0	0	0	0
532	404	0	0	0	0
558	412	0	0	0	0
516	403	0	0	0	0
559	409	0	0	0	0
542	413	0	0	0	0
557	412	0	0	0	0
524	410	0	0	0	0
560	420	0	0	0	0
528	415	0	0	0	0
562	419	0	0	0	0
537	414	0	0	0	0
556	425	0	0	0	0
527	423	0	0	0	0
559	423	0	0	0	0
536	423	0	0	0	0
558	428	0	0	0	0
529	438	0	0	0	0
561	470	0	0	0	0
531	497	0	0	0	0
560	524	0	0	0	0
533	525	0	0	0	0
560	510	0	0	0	0
539	504	0	0	0	0
569	487	0	0	0	0
535	451	0	0	0	0
561	444	0	0	0	0
518	423	0	0	0	0
551	419	0	0	0	0
524	417	0	0	0	0
543	423	0	0	0	0
520	443	0	0	0	0
563	503	0	0	0	0
548	558	0	0	0	0
632	622	0	0	0	0
609	323	0	0	0	0
577	85	0	0	0	0
496	76	0	0	0	0
519	161	0	0	0	0
